"('anchor', 'track_id')","('positive', 'track_id')","('negative', 'track_id')","('anchor', 'genre_top')","('positive', 'genre_top')","('negative', 'genre_top')","('anchor', 'album_id')","('positive', 'album_id')","('negative', 'album_id')","('anchor', 'artist_id')","('positive', 'artist_id')","('negative', 'artist_id')","('anchor', 'genres_all')","('positive', 'genres_all')","('negative', 'genres_all')"
85310,19441,7383,Pop,Pop,Experimental,14388,4412,1685,3222,4450,10,"[10, 362]","[10, 362]","[38, 22]"
129393,128484,56795,Pop,Pop,Electronic,19507,19386,10484,21296,21155,7168,[10],[10],[15]
32327,121736,113511,Pop,Pop,Rock,6743,18467,17494,7949,20335,19406,[10],[10],"[12, 85, 70, 359]"
129372,153383,69787,Pop,Pop,Experimental,19501,22717,12400,21291,24208,14307,[10],"[10, 76]","[41, 38]"
113935,32333,120309,Pop,Pop,Instrumental,17549,6743,18328,19448,7949,20205,[10],[10],[1235]
130265,127183,144469,Pop,Pop,Folk,19617,19225,21583,19390,15469,3475,"[362, 10]",[10],"[17, 103]"
85952,87187,117251,Pop,Pop,Instrumental,14489,14663,18017,1123,16692,19472,[10],[10],[1235]
127281,148517,68541,Pop,Pop,Experimental,19243,22145,12256,21078,17076,14126,[10],[10],"[38, 30]"
90591,54033,122932,Pop,Pop,Folk,15015,10113,18604,7444,8376,447,"[10, 76]","[10, 76]","[17, 103]"
55294,142553,108863,Pop,Pop,International,10295,21402,16898,9367,22682,3936,[10],[10],"[2, 118]"
23039,47100,136995,Pop,Pop,International,5046,8951,20570,6045,8728,22114,[10],"[10, 76]","[46, 2, 502]"
56273,54034,74671,Pop,Pop,Rock,10415,10113,13179,12255,8376,10990,[10],"[10, 76]","[98, 26, 12, 113, 58]"
135339,127288,108489,Pop,Pop,Hip-Hop,20308,19243,16872,21957,21078,18877,[10],[10],"[539, 21]"
144587,135338,72787,Pop,Pop,Hip-Hop,21306,20308,12921,22090,21957,3593,"[10, 76]",[10],[21]
91162,41820,72926,Pop,Pop,Experimental,15101,8229,12935,13391,9454,14561,"[362, 10]","[10, 76, 362]","[456, 1, 38, 47]"
148611,213,123935,Pop,Pop,Electronic,22158,86,18748,23605,66,20706,[10],[10],"[183, 468, 15]"
113019,90589,56802,Pop,Pop,Electronic,17420,15015,10484,5673,7444,7168,"[10, 76]","[10, 76]",[15]
113025,113018,105826,Pop,Pop,Hip-Hop,17420,17420,16526,5673,5673,18584,"[10, 76]","[10, 76]","[100, 21]"
125375,148517,129401,Pop,Pop,International,18959,22145,19510,6337,17076,21299,"[10, 76]",[10],"[602, 2, 79]"
93944,29271,87431,Pop,Pop,Rock,15439,6267,14724,17350,7296,16748,"[362, 10]",[10],"[26, 12, 31]"
85956,111376,47200,Pop,Pop,Experimental,14489,17220,9034,1123,16362,7050,[10],"[10, 76]",[38]
87191,67330,99703,Pop,Pop,Electronic,14663,12062,16096,16692,13985,18063,[10],"[10, 76]","[296, 181, 15]"
148607,46842,141074,Pop,Pop,Instrumental,22158,2097,21144,23605,1939,20985,[10],[10],"[18, 1235]"
32331,85593,98339,Pop,Pop,International,6743,14436,15912,7949,3222,11103,[10],"[10, 362]","[2, 118]"
126105,148519,11920,Pop,Pop,Hip-Hop,19059,22145,2905,20968,17076,3070,[10],[10],[21]
10806,153452,85831,Pop,Pop,Electronic,2667,22717,14467,2735,24208,11574,[10],"[10, 76]","[400, 42, 182, 15]"
64079,59445,56648,Pop,Pop,Rock,11562,10915,10460,13418,9454,12289,[10],"[10, 76, 362]","[12, 404, 85]"
51120,126105,43173,Pop,Pop,International,9643,19059,8462,11447,20968,389,[10],[10],"[2, 86]"
61587,85954,71157,Pop,Pop,Hip-Hop,11202,14489,12621,129,1123,14456,"[10, 76]",[10],[21]
111396,113028,131922,Pop,Pop,Instrumental,17220,17420,19869,16362,5673,21616,"[10, 76]","[10, 76]","[107, 18, 1235]"
125721,121734,27455,Pop,Pop,Experimental,19004,18467,5939,20941,20335,281,"[362, 10]",[10],"[38, 47]"
21677,61592,139663,Pop,Pop,Experimental,4789,11202,18212,5731,129,19268,"[362, 10]","[10, 76]","[32, 38]"
85427,62446,85823,Pop,Pop,Electronic,14405,11372,14466,16470,13262,13826,[10],[10],"[337, 695, 15]"
29255,131771,114238,Pop,Pop,Instrumental,6266,19851,17604,7290,21598,19461,"[10, 76]","[10, 76]","[18, 1235]"
52041,122533,84788,Pop,Pop,Rock,9781,18541,14314,11615,8065,5265,"[10, 76]",[10],"[25, 12, 71]"
66643,94423,114070,Pop,Pop,Instrumental,11959,15496,17589,13890,17057,19461,[10],[10],[1235]
48456,122805,137211,Pop,Pop,Rock,9279,18584,20599,7337,20544,22128,"[362, 10]","[10, 76]","[440, 25, 12, 85]"
148610,13220,12690,Pop,Pop,International,22158,3143,3054,23605,3611,3420,[10],[10],"[2, 79]"
90583,1666,89376,Pop,Pop,Experimental,15015,425,14924,7444,271,16869,"[10, 76]",[10],"[1, 250, 38]"
32331,72514,118068,Pop,Pop,Instrumental,6743,12891,18111,7949,14734,15891,[10],"[10, 76]","[18, 1235]"
113025,127290,11674,Pop,Pop,International,17420,19243,2870,5673,21078,2795,"[10, 76]",[10],"[2, 46]"
119193,94631,62190,Pop,Pop,International,18236,15504,11285,1929,15460,13221,"[10, 76]","[10, 76]","[81, 2, 92]"
55292,94634,115948,Pop,Pop,Folk,10295,15504,17834,9367,15460,19720,[10],"[10, 76]",[17]
36618,109962,48763,Pop,Pop,Rock,7460,17037,9325,7546,9454,281,"[10, 362]","[10, 76, 362]","[26, 36, 12, 113, 58]"
91163,109976,3775,Pop,Pop,International,15101,17038,940,13391,9454,932,"[362, 10]","[10, 76, 362]","[2, 117, 46]"
67010,29243,120172,Pop,Pop,Folk,12015,6266,18323,13919,7290,20203,"[10, 76]","[10, 76]",[17]
126400,21672,113304,Pop,Pop,Rock,19102,4789,17461,20995,5731,7211,"[10, 76]","[362, 10]","[25, 12, 109, 361]"
64005,62452,75440,Pop,Pop,Instrumental,11553,11367,13251,8375,13262,3951,[10],"[10, 76]","[107, 18, 1235]"
46844,113809,115176,Pop,Pop,Instrumental,2097,17542,17745,1939,19438,19472,[10],[10],[1235]
85954,85956,80775,Pop,Pop,International,14489,14489,13827,1123,1123,15839,[10],[10],"[2, 130, 102, 1032, 524]"
120105,32327,42789,Pop,Pop,Rock,18320,6743,8363,1916,7949,10019,"[10, 76]",[10],"[58, 12]"
2099,69745,114212,Pop,Pop,Instrumental,539,12383,17601,348,7272,19472,"[10, 76]","[10, 76]","[18, 1235]"
21997,48453,145756,Pop,Pop,Electronic,4869,9279,21777,5828,11093,20146,"[10, 76]","[362, 10]","[42, 468, 15]"
109971,113023,121315,Pop,Pop,Hip-Hop,17038,17420,18416,9454,5673,20304,"[10, 76, 362]","[10, 76]","[811, 539, 100, 21]"
144938,111386,113949,Pop,Pop,Folk,21626,17220,17551,23102,16362,19451,[10],"[10, 76]","[17, 103]"
49039,52040,52953,Pop,Pop,Folk,9351,9781,9913,1032,11615,1065,"[10, 76]","[10, 76]","[17, 103]"
127203,129391,78038,Pop,Pop,Experimental,19228,19507,13414,21070,21296,15484,[10],[10],"[514, 38]"
113019,51292,97585,Pop,Pop,Folk,17420,9659,15809,5673,9454,17860,"[10, 76]","[10, 76, 362]","[17, 180, 103]"
69182,124474,68600,Pop,Pop,Hip-Hop,12274,18815,12257,14160,6337,8732,"[10, 76]","[10, 76]","[100, 21]"
85425,39666,73658,Pop,Pop,Folk,14405,7887,13048,16470,9409,5881,[10],"[10, 76]",[17]
85957,62742,10697,Pop,Pop,Hip-Hop,14489,11372,2645,1123,13262,2631,[10],[10],[21]
28802,47666,105714,Pop,Pop,Folk,6204,9135,16511,7217,10903,18573,[10],[10],[17]
49477,66641,98581,Pop,Pop,Hip-Hop,9417,11959,15949,3222,13890,15196,[10],[10],"[539, 21]"
127913,42914,60549,Pop,Pop,International,19324,8379,11077,21124,9454,1835,[10],"[10, 76, 362]","[2, 118]"
46841,111391,124392,Pop,Pop,Rock,2097,17220,18799,1939,16362,20763,[10],"[10, 76]","[26, 12, 98]"
90583,131454,6680,Pop,Pop,Experimental,15015,19796,1883,7444,21568,1771,"[10, 76]",[10],"[32, 38]"
127285,113021,75751,Pop,Pop,Hip-Hop,19243,17420,13285,21078,5673,12271,[10],"[10, 76]","[539, 21]"
22476,122473,109447,Pop,Pop,Folk,4951,18541,16983,129,20487,19010,"[10, 76]",[10],"[17, 103]"
69747,127301,108845,Pop,Pop,Hip-Hop,12383,19245,16894,7272,21081,16031,"[10, 76]",[10],[21]
129048,32331,25232,Pop,Pop,International,19465,6743,5520,21268,7949,6494,"[10, 76]",[10],"[130, 2]"
86116,150018,131385,Pop,Pop,Experimental,14515,22374,17347,3222,23748,19268,"[10, 362]","[10, 76]","[32, 38]"
91161,148587,55810,Pop,Pop,Electronic,15101,22154,10342,13391,23601,12198,"[362, 10]",[10],"[240, 297, 15]"
126401,12537,120778,Pop,Pop,Instrumental,19102,3012,18373,20995,3384,20273,"[10, 76]",[10],"[18, 1235]"
51278,32339,129096,Pop,Pop,Rock,9659,6743,19471,9454,7949,1860,"[10, 76, 362]",[10],"[404, 12, 85]"
127203,51274,15769,Pop,Pop,Electronic,19228,9660,3613,21070,11485,4365,[10],[10],"[297, 15]"
126428,135341,66525,Pop,Pop,Instrumental,19109,20308,11944,20999,21957,13830,[10],[10],"[107, 1235]"
55076,54235,130986,Pop,Pop,Experimental,3049,10139,19726,243,6877,9289,"[10, 76]",[10],"[1, 125, 38]"
132791,107047,69209,Pop,Pop,Electronic,19984,16675,12330,12953,18725,13826,"[10, 76]",[10],"[296, 400, 182, 15]"
94630,55292,103600,Pop,Pop,Electronic,15504,10295,15889,15460,9367,10484,"[10, 76]",[10],"[240, 297, 15]"
18146,122809,126224,Pop,Pop,Experimental,4161,18584,19072,2532,20544,20977,"[10, 76]","[10, 76]","[38, 47]"
119584,127294,53154,Pop,Pop,International,18262,19245,9954,1821,21081,6543,"[10, 76]",[10],"[2, 79]"
120196,132786,116874,Pop,Pop,Folk,18324,19984,17975,1767,12953,19841,"[10, 76]","[10, 76]","[17, 103]"
46839,109975,67235,Pop,Pop,Hip-Hop,2097,17038,12048,1939,9454,11677,[10],"[10, 76, 362]",[21]
90590,83507,6367,Pop,Pop,International,15015,14114,1981,7444,2153,1259,"[10, 76]","[362, 10]","[2, 92]"
19760,134384,67016,Pop,Pop,Folk,4500,20183,12017,5283,19498,559,[10],[10],[17]
62164,122810,52129,Pop,Pop,International,11282,18584,9796,13210,20544,11630,"[10, 362]","[10, 76]","[2, 46]"
67334,70425,150266,Pop,Pop,Instrumental,12062,12517,22402,13985,13910,23212,"[10, 76]",[10],"[107, 18, 1235]"
46928,131453,33050,Pop,Pop,Folk,8999,19796,6849,1939,21568,8094,[10],[10],"[17, 103]"
91468,67336,154306,Pop,Pop,Hip-Hop,13089,12062,22780,15036,13985,23208,"[362, 10]","[10, 76]","[811, 539, 21]"
138039,120111,55102,Pop,Pop,Hip-Hop,20746,18320,10277,22220,20182,12085,[10],"[10, 76]","[811, 21]"
121594,29045,48043,Pop,Pop,Experimental,18449,6247,9223,20325,7271,668,[10],"[10, 76]","[125, 38]"
18146,55294,134610,Pop,Pop,Hip-Hop,4161,10295,20206,2532,9367,21888,"[10, 76]",[10],[21]
138040,107046,49064,Pop,Pop,Experimental,20746,16675,2413,22220,18725,2240,[10],[10],"[32, 1, 38]"
47100,154414,145476,Pop,Pop,Instrumental,8951,22789,21737,8728,24252,19472,"[10, 76]","[10, 76]",[1235]
55288,127294,62195,Pop,Pop,International,10295,19245,11285,9367,21081,13226,[10],[10],"[81, 2, 92]"
28479,121737,39278,Pop,Pop,Experimental,6125,18467,7800,6880,20335,2474,"[10, 76, 362]",[10],"[1, 38]"
51263,148609,142088,Pop,Pop,Hip-Hop,9660,22158,18166,11474,23605,19803,[10],[10],[21]
142550,127915,69193,Pop,Pop,Electronic,21402,19324,12330,22682,21124,13826,[10],[10],"[296, 400, 182, 15]"
57437,69182,107809,Pop,Pop,Hip-Hop,10562,12274,16782,12420,14160,18801,"[10, 76]","[10, 76]",[21]
28481,51276,106566,Pop,Pop,Rock,6125,9660,16604,6880,11487,18269,"[10, 76, 362]",[10],"[404, 314, 12, 85]"
109963,148611,125192,Pop,Pop,Folk,17037,22158,18930,9454,23605,9765,"[10, 76, 362]",[10],"[17, 103]"
126406,10808,143098,Pop,Pop,Rock,19102,2667,21467,20995,2735,12802,"[10, 76]",[10],"[25, 12, 85, 404]"
22480,29243,92554,Pop,Pop,Electronic,4951,6266,15313,129,7290,17237,"[10, 76]","[10, 76]","[296, 15]"
128476,131767,56474,Pop,Pop,International,19386,19851,10437,21151,21598,4799,[10],"[10, 76]","[2, 172]"
129372,111368,64035,Pop,Pop,Rock,19501,17220,11556,21291,16362,13415,[10],"[10, 76]","[25, 66, 12, 111]"
144946,145702,90625,Pop,Pop,Folk,21626,21771,15017,23102,23102,16987,[10],[10],[17]
131770,83511,72131,Pop,Pop,Hip-Hop,19851,14114,12793,21598,2153,14456,"[10, 76]","[362, 10]",[21]
127285,111388,108319,Pop,Pop,Experimental,19243,17220,16845,21078,16362,9500,[10],"[10, 76]",[38]
16155,39660,30636,Pop,Pop,Experimental,3710,7887,6460,4448,9409,868,"[10, 362]","[10, 76]","[32, 1, 125, 38]"
104779,127276,134631,Pop,Pop,Experimental,16420,19242,15174,16993,21077,15412,"[10, 76]",[10],[38]
130371,120099,120296,Pop,Pop,Instrumental,19633,18320,18328,21497,2017,20205,"[362, 10]","[10, 76]",[1235]
28608,132781,126223,Pop,Pop,Experimental,6158,19984,19072,129,12953,20977,[10],"[10, 76]","[38, 47]"
126429,124483,19184,Pop,Pop,Rock,19109,18815,4342,20999,6337,1263,[10],"[10, 76]","[440, 12]"
44805,25055,107595,Pop,Pop,Folk,8699,5485,16750,10296,6440,18755,[10],"[10, 76]",[17]
22479,125377,150078,Pop,Pop,International,4951,18959,22380,129,6337,14155,"[10, 76]","[10, 76]","[2, 79]"
141182,76129,140925,Pop,Pop,Electronic,21227,13322,21199,22538,9067,21691,"[10, 362]",[10],"[296, 236, 15]"
46930,3534,37859,Pop,Pop,Rock,8999,920,7599,1939,610,9056,[10],"[10, 76]","[58, 12]"
111398,41381,125194,Pop,Pop,Folk,17220,8175,18930,16362,9454,9765,"[10, 76]","[10, 76, 362]","[17, 103]"
109958,85954,12053,Pop,Pop,Folk,17036,14489,2930,9454,1123,77,"[10, 76, 362]",[10],[17]
148519,84817,123645,Pop,Pop,Hip-Hop,22145,14326,18705,17076,15216,3593,[10],[10],[21]
16338,41381,145744,Pop,Pop,Hip-Hop,1888,8175,21775,1762,9454,18872,[10],"[10, 76, 362]",[21]
52037,87192,71822,Pop,Pop,Electronic,9781,14663,12727,11615,16692,14634,"[10, 76]",[10],[15]
12390,12530,128494,Pop,Pop,Hip-Hop,2991,3011,19387,3346,3377,17125,[10],[10],[21]
126429,1644,22315,Pop,Pop,International,19109,421,4920,20999,269,661,[10],[10],"[2, 102]"
148612,127908,6393,Pop,Pop,International,22158,19324,1986,23605,21124,1837,[10],[10],"[2, 102]"
38961,87189,141296,Pop,Pop,Instrumental,7767,14663,21242,6880,16692,22551,[10],[10],"[107, 18, 1235]"
74945,148613,122901,Pop,Pop,International,13207,22158,18597,15217,23605,20560,[10],[10],[2]
41819,91349,107574,Pop,Pop,Folk,8229,15046,16748,9454,17006,18755,"[10, 76, 362]",[10],[17]
148607,104066,91933,Pop,Pop,Folk,22158,16227,15205,23605,18248,10979,[10],[10],[17]
63224,148606,113278,Pop,Pop,International,11459,22158,17457,8706,23605,19375,[10],[10],[2]
149103,126404,29721,Pop,Pop,Hip-Hop,22214,19102,6344,23648,20995,7391,"[362, 10]","[10, 76]","[21, 542]"
22477,48450,120330,Pop,Pop,Instrumental,4951,9279,18328,129,7337,20205,"[10, 76]","[362, 10]",[1235]
75317,120109,29528,Pop,Pop,Electronic,13242,18320,6293,15256,16763,7357,"[10, 76]","[10, 76]","[240, 297, 15]"
13220,70878,12482,Pop,Pop,Folk,3143,12579,3007,3611,9713,77,[10],"[10, 76]",[17]
94632,122810,99373,Pop,Pop,International,15504,18584,16053,15460,20544,18023,"[10, 76]","[10, 76]","[2, 118]"
90590,56274,6385,Pop,Pop,International,15015,10415,1984,7444,12255,1836,"[10, 76]",[10],"[2, 118, 102]"
85421,19760,75434,Pop,Pop,Instrumental,14405,4500,13251,16470,5283,3951,[10],[10],"[107, 18, 1235]"
111386,67365,66187,Pop,Pop,Folk,17220,12066,11887,16362,13997,9765,"[10, 76]","[10, 76]","[17, 103]"
55436,67334,70208,Pop,Pop,Hip-Hop,10308,12062,12474,80,13985,14363,"[10, 76]","[10, 76]","[539, 21]"
73467,67760,118223,Pop,Pop,Experimental,12997,12134,17678,9288,10757,19535,[10],"[10, 76]","[41, 38]"
19418,1642,110451,Pop,Pop,International,4411,421,17111,5202,269,19071,"[10, 76]",[10],"[2, 79]"
90592,124474,71246,Pop,Pop,Hip-Hop,15015,18815,12639,7444,6337,14544,"[10, 76]","[10, 76]","[100, 21]"
21231,28479,87237,Pop,Pop,Electronic,1886,6125,14671,5556,6880,16715,[10],"[10, 76, 362]","[240, 297, 15]"
55294,67357,694,Pop,Pop,Hip-Hop,10295,12066,196,9367,13757,138,[10],"[10, 76]",[21]
62165,149099,137719,Pop,Pop,Rock,11282,22214,20690,13210,23648,1860,"[10, 362]","[362, 10]","[404, 12, 85]"
91471,56249,64338,Pop,Pop,Hip-Hop,13089,10410,11592,15036,12253,13450,"[362, 10]","[10, 76]",[21]
148519,130372,64594,Pop,Pop,Experimental,22145,19633,11647,17076,21497,13466,[10],"[362, 10]","[32, 38, 456]"
113028,63224,129883,Pop,Pop,International,17420,11459,19574,5673,8706,21420,"[10, 76]",[10],"[2, 79]"
127187,127206,105824,Pop,Pop,Hip-Hop,19225,19228,16526,15469,21070,18584,[10],[10],"[100, 21]"
85595,64079,85823,Pop,Pop,Electronic,14436,11562,14466,3222,13418,13826,"[10, 362]",[10],"[337, 695, 15]"
51263,135337,85040,Pop,Pop,Electronic,9660,20308,14351,11474,21957,5450,[10],[10],"[468, 15]"
134384,12188,49849,Pop,Pop,Folk,20183,2965,9464,19498,3229,11299,[10],[10],[17]
144935,52389,141594,Pop,Pop,International,21626,9824,21284,23102,9454,5798,[10],"[10, 76, 362]","[2, 79]"
127274,27164,126225,Pop,Pop,Experimental,19242,5634,19072,21077,6640,20977,[10],"[10, 76]","[38, 47]"
39665,90824,145004,Pop,Pop,Folk,7887,15046,21638,9409,17006,23106,"[10, 76]",[10],"[17, 103]"
121590,70426,54468,Pop,Pop,International,18449,12517,10191,20325,13910,11989,[10],[10],"[2, 79]"
138039,86116,59373,Pop,Pop,Rock,20746,14515,10894,22220,3222,12802,[10],"[10, 362]","[25, 12, 85, 404]"
145704,51120,129395,Pop,Pop,International,21771,9643,19509,23102,11447,21297,[10],[10],"[602, 2, 79]"
149102,12146,51115,Pop,Pop,Experimental,22214,2958,9641,23648,3200,1977,"[362, 10]",[10],"[1, 38]"
44805,64788,144182,Pop,Pop,Hip-Hop,8699,11686,21558,10296,12725,22809,[10],"[10, 76]","[539, 100, 21]"
59449,7526,12066,Pop,Pop,Folk,10915,2097,2931,9454,1939,77,"[10, 76, 362]",[10],[17]
22473,111398,133455,Pop,Pop,Instrumental,4951,17220,20057,129,16362,21803,"[10, 76]","[10, 76]","[18, 1235]"
19074,141180,91868,Pop,Pop,Rock,4333,21227,15191,5131,22538,7211,[10],"[10, 362]","[25, 12, 109, 361]"
111377,85599,60857,Pop,Pop,International,17220,14436,11136,16362,3222,11103,"[10, 76]","[10, 362]","[2, 118]"
122579,127294,93363,Pop,Pop,Electronic,18541,19245,15376,8066,21081,17293,[10],[10],"[400, 42, 182, 15]"
113026,64007,36984,Pop,Pop,Hip-Hop,17420,11553,7492,5673,8375,6274,"[10, 76]",[10],[21]
122578,127268,110764,Pop,Pop,Hip-Hop,18541,19242,17152,10066,21077,16031,[10],[10],[21]
62450,83512,15476,Pop,Pop,Experimental,11367,14114,3548,13262,2153,4271,"[10, 76]","[362, 10]","[38, 22]"
135336,213,140266,Pop,Pop,Experimental,20308,86,13438,21957,66,19425,[10],[10],"[514, 38]"
85598,12537,63253,Pop,Pop,Folk,14436,3012,11463,3222,3384,77,"[10, 362]",[10],[17]
129048,22478,88960,Pop,Pop,Rock,19465,4951,14890,21268,129,15300,"[10, 76]","[10, 76]","[66, 12, 89, 314, 25]"
27802,111387,59562,Pop,Pop,Rock,5990,17220,10932,7014,16362,12833,"[10, 76]","[10, 76]","[89, 25, 12]"
150017,64788,55236,Pop,Pop,International,22374,11686,10291,23748,12725,9169,"[10, 76]","[10, 76]","[2, 79]"
111394,66782,45522,Pop,Pop,Folk,17220,11982,8848,16362,13910,10469,"[10, 76]",[10],[17]
144944,132779,117942,Pop,Pop,International,21626,19984,18100,23102,12953,5303,[10],"[10, 76]","[2, 79]"
127274,68355,45941,Pop,Pop,Experimental,19242,12210,8874,21077,14093,10500,[10],[10],"[1, 38, 41]"
104068,67332,1443,Pop,Pop,Experimental,16227,12062,380,18248,13985,242,[10],"[10, 76]","[38, 47]"
86116,148612,69207,Pop,Pop,Electronic,14515,22158,12330,3222,23605,14214,"[10, 362]",[10],"[296, 400, 182, 15]"
69182,124485,140043,Pop,Pop,Rock,12274,18815,21079,14160,6337,22409,"[10, 76]","[10, 76]","[404, 27, 12, 85]"
91162,148290,29719,Pop,Pop,Hip-Hop,15101,22108,6344,13391,23544,7391,"[362, 10]","[362, 10]","[21, 542]"
85307,128476,150265,Pop,Pop,Instrumental,14388,19386,22402,3222,21151,23212,"[10, 362]",[10],"[107, 18, 1235]"
46854,1661,141284,Pop,Pop,Instrumental,8994,421,21242,1939,269,22551,[10],[10],"[107, 18, 1235]"
64008,36966,105917,Pop,Pop,Folk,11553,7491,16539,8375,3222,18592,[10],"[10, 362]","[17, 103]"
127187,131773,81600,Pop,Pop,Instrumental,19225,19851,13923,15469,21598,7168,[10],"[10, 76]","[18, 1235]"
25124,63224,114415,Pop,Pop,Rock,5493,11459,17631,6447,8706,19498,"[10, 76]",[10],"[26, 12]"
54666,51262,51923,Pop,Pop,Electronic,10228,9660,9764,12028,11473,11597,"[10, 76]",[10],[15]
46854,22472,34167,Pop,Pop,Hip-Hop,8994,4951,7121,1939,129,8422,[10],"[10, 76]",[21]
28485,22475,128441,Pop,Pop,Hip-Hop,6125,4951,19381,6880,129,16031,"[10, 76, 362]","[10, 76]",[21]
75310,109957,129188,Pop,Pop,Instrumental,13242,17036,19487,15256,9454,19461,"[10, 76]","[10, 76, 362]","[18, 1235]"
27548,36615,113273,Pop,Pop,International,5953,7460,17457,6957,7546,19371,[10],"[10, 362]",[2]
22480,90583,5376,Pop,Pop,Folk,4951,15015,1242,129,7444,826,"[10, 76]","[10, 76]",[17]
32336,126426,64523,Pop,Pop,Hip-Hop,6743,19109,11626,7949,20999,13476,[10],[10],[21]
111398,119193,141894,Pop,Pop,Rock,17220,18236,21299,16362,1929,22586,"[10, 76]","[10, 76]","[12, 31]"
127269,56249,108495,Pop,Pop,Hip-Hop,19242,10410,16872,21077,12253,18879,[10],"[10, 76]","[539, 21]"
142552,54667,3906,Pop,Pop,Folk,21402,10228,988,22682,12028,559,[10],"[10, 76]",[17]
53229,85309,134448,Pop,Pop,Electronic,9963,14388,20190,11811,3222,21886,"[10, 76]","[10, 362]","[184, 181, 182, 15]"
85595,19423,119830,Pop,Pop,Instrumental,14436,4411,18287,3222,5202,19472,"[10, 362]","[10, 76]",[1235]
22476,153452,134928,Pop,Pop,International,4951,22717,20263,129,24208,19607,"[10, 76]","[10, 76]","[1032, 2, 102]"
52375,135340,4022,Pop,Pop,Rock,9823,20308,904,9454,21957,1072,"[10, 76, 362]",[10],"[25, 12, 109]"
69744,47896,14733,Pop,Pop,Rock,12383,9197,3430,7272,2176,4120,"[10, 76]",[10],[12]
64840,64364,108878,Pop,Pop,Instrumental,11699,11595,16902,3171,13451,10469,[10],[10],"[18, 1235]"
104064,51265,118954,Pop,Pop,Instrumental,16227,9660,18211,18248,11476,20112,[10],[10],"[18, 1235]"
124485,142549,122077,Pop,Pop,Rock,18815,21402,18501,6337,22682,13262,"[10, 76]",[10],"[66, 12, 85]"
72476,32760,87106,Pop,Pop,Instrumental,12887,6803,14647,9018,6044,16682,[10],[10],"[18, 1235]"
113808,32759,87639,Pop,Pop,Electronic,17542,6803,14765,19438,8023,15989,[10],[10],"[337, 236, 695, 15]"
67357,85427,120150,Pop,Pop,Experimental,12066,14405,18322,13757,16470,20188,"[10, 76]",[10],"[16, 38, 763, 6]"
131657,106277,38819,Rock,Rock,International,19831,16561,7757,21587,18641,9237,"[25, 12, 85, 111]","[89, 66, 12, 25]","[177, 2]"
39298,109350,8256,Rock,Rock,Folk,7819,16970,2162,9344,15300,698,[12],"[66, 12, 89, 27, 25]",[17]
127330,99345,68894,Rock,Rock,Electronic,19249,16048,12294,21084,16689,9067,"[88, 89, 12, 25]","[66, 12, 31]","[400, 182, 15]"
109356,71622,120308,Rock,Rock,Instrumental,16970,12688,18328,15300,3231,20205,"[66, 12, 89, 27, 25]","[12, 31]",[1235]
94101,86441,54666,Rock,Rock,Pop,15461,14556,10228,17370,16606,12028,"[66, 359, 12, 111, 25]","[25, 12, 109]","[10, 76]"
107388,72513,52121,Rock,Rock,International,16717,12891,9796,18754,14734,11630,"[101, 12, 109, 25, 31]",[12],"[2, 46]"
66405,125432,148120,Rock,Rock,Instrumental,11923,18965,22086,13835,20902,23539,"[12, 31]","[12, 85]","[18, 1235]"
113063,108155,120308,Rock,Rock,Instrumental,17428,16823,18328,17080,18831,20205,"[89, 66, 12, 25]","[25, 12, 109]",[1235]
16819,113063,31040,Rock,Rock,Electronic,3823,17428,6518,4632,17080,7688,"[404, 12, 85]","[89, 66, 12, 25]",[15]
131657,108079,56034,Rock,Rock,Electronic,19831,16816,8582,21587,18823,10197,"[25, 12, 85, 111]","[25, 26, 12, 109]","[296, 15]"
107506,37730,84009,Rock,Rock,Folk,16739,7572,14180,18772,453,16240,"[89, 25, 12, 109]","[58, 12]",[17]
13556,115762,149775,Rock,Rock,Experimental,3193,17801,22342,3699,19691,23714,[12],"[12, 31]",[38]
140421,113294,134956,Rock,Rock,International,21128,17460,20264,22477,7211,19607,"[66, 12]","[25, 12, 109, 361]","[1032, 2, 102]"
121813,6788,115698,Rock,Rock,Electronic,18477,1433,17788,20354,1119,19677,"[25, 12]",[12],"[181, 182, 15]"
37725,71719,131021,Rock,Rock,Hip-Hop,7572,12706,19733,453,14591,21503,"[58, 12]","[12, 45, 314, 53, 85, 90]",[21]
65619,106954,145043,Rock,Rock,Experimental,11811,16654,21645,13671,13017,11234,"[64, 25, 66, 12]","[167, 12, 31]","[32, 250, 38]"
86263,138282,118063,Rock,Rock,Instrumental,14535,20780,18110,16586,22233,19461,"[25, 12, 109]","[25, 12, 85, 111]","[18, 1235]"
108290,45475,112977,Rock,Rock,Instrumental,16842,8839,17414,16025,10463,6074,"[58, 12]","[440, 12]",[1235]
69949,18887,127869,Rock,Rock,International,12440,4315,19314,14343,5111,21105,"[25, 12, 111]","[36, 12, 45, 53, 58]","[2, 77]"
86441,86799,138212,Rock,Rock,Hip-Hop,14556,14588,20771,16606,16622,14456,"[25, 12, 109]","[66, 12]",[21]
62458,58539,59724,Rock,Rock,International,11355,10795,10964,13262,12721,6344,"[25, 66, 12, 111]",[12],[2]
94093,67237,141901,Rock,Rock,Pop,15461,12050,21306,17370,13978,22090,"[66, 359, 12, 111, 25]",[12],"[10, 76]"
